,course_level,course_rating,course_title,course_type,link,skills
1026,mixed,4.8,álgebra básica,['course'],httpswwwcourseraorglearnalgebrabasica,elementary algebra equation solving factorization algebra
1027,beginner,4.5,biology meets programming bioinformatics for beginners,['course'],httpswwwcourseraorglearnbioinformatics,bioinformatics bioinformatics algorithms biology python programming
1028,beginner,4.7,security operations and administration,['course'],httpswwwcourseraorglearnsecurityoperationsadministrationsscp,security operations and administration
1029,intermediate,4.4,deep neural networks with pytorch,['course'],httpswwwcourseraorglearndeepneuralnetworkswithpytorch,deep neural networks with pytorch
1030,intermediate,4.7,python classes and inheritance,['course'],httpswwwcourseraorglearnpythonclassesinheritance,python classes and inheritance
1031,advanced,4,developing ai applications on azure,['course'],httpswwwcourseraorglearndevelopingaiapplicationsazure,python programming azure ai models microsoft team data sciences process azure machine learning service azure machine learning workspace
1032,beginner,4.8,confronting gender based violence global lessons for healthcare workers,['course'],httpswwwcourseraorglearngenderbasedviolence,confronting gender based violence global lessons for healthcare workers
1033,intermediate,4.7,introduction to deep learning  neural networks with keras,['course'],httpswwwcourseraorglearnintroductiontodeeplearningwithkeras,deep learning artificial neural network artificial intelligence ai machine learning keras
1034,intermediate,4.8,municipal solid waste management in developing countries,['course'],httpswwwcourseraorglearnsolidwastemanagement,energy economy natural resources environmental protection
1035,mixed,4.7,keeping up with change issues for the finance professional,['course'],httpswwwcourseraorglearnchangeforthefinanceprofessional,international financial reporting standards ifrs strategic management finance corporate governance
1036,mixed,4.8,álgebra básica,['course'],httpswwwcourseraorglearnalgebrabasica,elementary algebra equation solving factorization algebra
1037,beginner,4.5,biology meets programming bioinformatics for beginners,['course'],httpswwwcourseraorglearnbioinformatics,bioinformatics bioinformatics algorithms biology python programming
1038,intermediate,4.7,architecting with google cloud platform en español,['specialization'],httpswwwcourseraorgspecializationsgcparchitecturees,architecting with google cloud platform en español
1039,beginner,4.6,competencias digitales herramientas de ofimática microsoft word excel power point,['course'],httpswwwcourseraorglearncompetenciasdigitalesofimatica,competencias digitales herramientas de ofimática microsoft word excel power point
1040,beginner,4.8,anticorrupción introducción a conceptos y perspectiva práctica,['course'],httpswwwcourseraorglearnanticorrupcionintroduccion,anticorrupción introducción a conceptos y perspectiva práctica
1041,beginner,4.6,understanding child development from synapse to society,['course'],httpswwwcourseraorglearnchilddevelopment,understanding child development from synapse to society
1042,beginner,4.8,introdução aos princípios e práticas da gestão de projetos,['specialization'],httpswwwcourseraorgspecializationsgestaodeprojetosintroducaousp,introdução aos princípios e práticas da gestão de projetos
1043,mixed,4.8,an introduction to interactive programming in python part 1,['course'],httpswwwcourseraorglearninteractivepython1,programming principles python syntax and semantics computer programming python programming
1044,mixed,4.6,personal  family financial planning,['course'],httpswwwcourseraorglearnfamilyplanning,personal finance insurance saving investment
1045,mixed,3.4,how to create a website in a weekend projectcentered course,['course'],httpswwwcourseraorglearnhowtocreateawebsite,web design websites wordpress web development
1046,beginner,4.8,python programming essentials,['course'],httpswwwcourseraorglearnpythonprogramming,codeskulptor python syntax and semantics python programming debugging
1047,intermediate,4.8,how things work an introduction to physics,['course'],httpswwwcourseraorglearnhowthingswork,how things work an introduction to physics
1048,mixed,4.7,leadership in 21st century organizations,['course'],httpswwwcourseraorglearnleadership21stcentury,strategic management leadership collaboration communications management
1049,intermediate,3.8,database systems,['specialization'],httpswwwcourseraorgspecializationsdatabasesystems,business intelligence data warehousing database dbms nosql
1050,beginner,4.6,improving communication skills,['course'],httpswwwcourseraorglearnwhartoncommunicationskills,goal setting communication negotiation deception
1051,beginner,4.8,social policy for social services  health practitioners,['specialization'],httpswwwcourseraorgspecializationssocialwelfarepolicy,formulate practice strategies to overcome the historic biases in social welfare programs distinguish the values inherent in each social policy initiative differentiate alternative approaches to social policy problems critique components of a social policy based on their effectiveness at meeting the goals stated in the initiative develop social welfare policy analysis and reform proposals
1052,beginner,4.8,astronomy exploring time and space,['course'],httpswwwcourseraorglearnastro,solar systems chemistry theory of relativity astrobiology
1053,beginner,4.9,aspectos básicos de la planificación y la gestión de proyectos,['course'],httpswwwcourseraorglearnuvadardenprojectmanagementes,aspectos básicos de la planificación y la gestión de proyectos
1054,mixed,4.9,комбинаторика для начинающих,['course'],httpswwwcourseraorglearnkombinatorikadlyanachinayushchikh,комбинаторика для начинающих
1055,mixed,4.5,accounting analytics,['course'],httpswwwcourseraorglearnaccountinganalytics,accounting analytics earnings management finance
1056,mixed,4.7,managing project risks and changes,['course'],httpswwwcourseraorglearnprojectriskmanagement,project management change control risk management change management
1057,beginner,4.8,gestão de operações,['course'],httpswwwcourseraorglearngestaodeoperacoes,gestão de operações
1058,mixed,4.7,managing big data with mysql,['course'],httpswwwcourseraorglearnanalyticsmysql,data analysis mysql teradata sql
1059,beginner,4.7,blockchain foundations and use cases,['course'],httpswwwcourseraorglearnblockchainfoundationsandusecases,blockchain foundations and use cases
1060,intermediate,4.8,liderazgo efectivo para el siglo xxi,['specialization'],httpswwwcourseraorgspecializationsliderazgoefectivo,neurolinguistics leadership rapport
1061,mixed,4.6,global warming i the science and modeling of climate change,['course'],httpswwwcourseraorglearnglobalwarming,global warming i the science and modeling of climate change
1062,beginner,4.6,communication strategies for a virtual age,['course'],httpswwwcourseraorglearncommunicationstrategiesvirtualage,communication theory conflict resolution meeting public speaking
1063,mixed,4.7,a law students toolkit,['course'],httpswwwcourseraorglearnlawstudent,a law students toolkit
1064,mixed,4.7,introduction to systems engineering,['course'],httpswwwcourseraorglearnsystemsengineering,introduction to systems engineering
1065,mixed,4.7,business model innovation,['course'],httpswwwcourseraorglearnbusinessmodel,strategic management business model business modeling business strategy
1066,beginner,4.8,foundations of business strategy,['course'],httpswwwcourseraorglearnuvadardenfoundationsbusinessstrategy,capabilities analysis business strategy competitive position strategic analysis industry structure
1067,intermediate,4.7,unity certified 3d artist,['specialization'],httpswwwcourseraorgspecializationsunity3dartist,unity certified 3d artist
1068,mixed,4.7,managing big data with mysql,[],httpswwwcourseraorglearnanalyticsmysql,data analysis mysql teradata sql
1069,beginner,4.7,blockchain foundations and use cases,[],httpswwwcourseraorglearnblockchainfoundationsandusecases,blockchain foundations and use cases
1070,intermediate,4.8,liderazgo efectivo para el siglo xxi,[],httpswwwcourseraorgspecializationsliderazgoefectivo,neurolinguistics leadership rapport
1071,mixed,4.6,global warming i the science and modeling of climate change,[],httpswwwcourseraorglearnglobalwarming,global warming i the science and modeling of climate change
1072,beginner,4.6,communication strategies for a virtual age,[],httpswwwcourseraorglearncommunicationstrategiesvirtualage,communication theory conflict resolution meeting public speaking
1073,mixed,4.7,a law students toolkit,[],httpswwwcourseraorglearnlawstudent,a law students toolkit
1074,mixed,4.7,introduction to systems engineering,[],httpswwwcourseraorglearnsystemsengineering,introduction to systems engineering
1075,mixed,4.7,business model innovation,[],httpswwwcourseraorglearnbusinessmodel,strategic management business model business modeling business strategy
1076,beginner,4.8,foundations of business strategy,[],httpswwwcourseraorglearnuvadardenfoundationsbusinessstrategy,capabilities analysis business strategy competitive position strategic analysis industry structure
1077,intermediate,4.7,unity certified 3d artist,[],httpswwwcourseraorgspecializationsunity3dartist,unity certified 3d artist
1078,mixed,4.5,introduction to operations management,[],httpswwwcourseraorglearnwhartonoperations,process management operations management six sigma inventory
1079,beginner,4.7,feminism and social justice,[],httpswwwcourseraorglearnfeminismsocialjustice,feminism and social justice
1080,intermediate,4.7,become a sustainable business change agent,[],httpswwwcourseraorgspecializationssustainablebusinesschangeagent,become a sustainable business change agent
1081,intermediate,4.8,architecting with google kubernetes engine workloads,[],httpswwwcourseraorglearndeployingworkloadsgooglekubernetesenginegke,architecting with google kubernetes engine workloads
1082,beginner,4.4,estrategia de marketing,[],httpswwwcourseraorgspecializationsestrategiademarketing,marketing plan market data marketing marketing mix
1083,mixed,4.6,the power of microeconomics economic principles in the real world,[],httpswwwcourseraorglearnprinciplesofmicroeconomics,the power of microeconomics economic principles in the real world
1084,beginner,4.8,fundamentos de finanzas empresariales,[],httpswwwcourseraorglearnfinanzasempresariales,financial management corporate finance microsoft excel finance
1085,beginner,4.6,limpact investing la finance qui change le monde,[],httpswwwcourseraorgspecializationsimpactinvesting,impact investing project investment entrepreneurship
1086,beginner,4.6,global challenges in business,[],httpswwwcourseraorgspecializationsglobalchallengesbusiness,global challenges in business
1087,beginner,4.6,corrección estilo y variaciones de la lengua española,[],httpswwwcourseraorglearncorreccionestilovariaciones,corrección estilo y variaciones de la lengua española
1088,mixed,4.8,european business law understanding the fundamentals,[],httpswwwcourseraorglearneuropeanlawfundamentals,foreign policy law legal research business law
1089,beginner,4.9,everyday parenting the abcs of child rearing,[],httpswwwcourseraorglearneverydayparenting,everyday parenting the abcs of child rearing
1090,mixed,4.8,introduction to css3,[],httpswwwcourseraorglearnintrocss,web design style sheets cascading style sheets ccs web development
1091,intermediate,4.7,reliable cloud infrastructure design and process,[],httpswwwcourseraorglearncloudinfrastructuredesignprocess,disaster recovery site reliability engineering google cloud platform cloud computing
1092,beginner,none,refugees in the 21st century,[],httpswwwcourseraorglearnrefugees21stcentury,practice evaluating ontheground problems to identify pertinent solutions practice navigating online in order to engage with specialised resources learn to engage with technical concepts language and materials practice sifting complex factual information to identify important features and trends learn to apply technical legal and policy categories to a range of factual scenarios
1093,intermediate,4.5,devicebased models with tensorflow lite,[],httpswwwcourseraorglearndevicebasedmodelstensorflow,tensorflow lite mathematical optimization machine learning tensorflow object detection
1094,intermediate,4.8,ecology ecosystem dynamics and conservation,[],httpswwwcourseraorglearnecologyconservation,ecology ecosystem dynamics and conservation
1095,advanced,4.6,preparing for the google cloud professional cloud architect exam,[],httpswwwcourseraorglearnpreparingcloudprofessionalcloudarchitectexam,preparing for the google cloud professional cloud architect exam
1096,mixed,4.5,digital business models,[],httpswwwcourseraorglearndigitalbusinessmodels,digital strategy business model business modeling value proposition
1097,beginner,4.9,in the studio postwar abstract painting,[],httpswwwcourseraorglearnpainting,art history art history color theory
1098,intermediate,4.2,data science at scale,[],httpswwwcourseraorgspecializationsdatascience,python programming r programming mapreduce sql
1099,mixed,4.6,healing with the arts,[],httpswwwcourseraorglearnhealingwiththearts,music art meditation visual arts
1100,beginner,4.7,secure software design,[],httpswwwcourseraorgspecializationssecuresoftwaredesign,software development process database db design software design software development lifecycle sdlc security software
1101,intermediate,4.8,обучение на размеченных данных,[],httpswwwcourseraorglearnsupervisedlearning,random forest python programming machine learning supervised learning
1102,mixed,4.7,client needs and software requirements,[],httpswwwcourseraorglearnclientneedsandsoftwarerequirements,agile software development user story software requirements use case
1103,mixed,4.9,aprendiendo a aprender poderosas herramientas mentales con las que podrás dominar temas difíciles learning how to learn,[],httpswwwcourseraorglearnaprendiendoaaprender,learning to learn organizing management pomodoro technique meta learning
1104,beginner,4.6,information security context and introduction,[],httpswwwcourseraorglearninformationsecuritydata,cybersecurity cryptography information security infosec security management
1105,intermediate,4.5,strategic sales management,[],httpswwwcourseraorgspecializationssalesmanagementbridginggapstrategysales,sales strategy sales management project customer satisfaction
1106,intermediate,4.5,getting started with application development,[],httpswwwcourseraorglearngettingstartedappdevelopment,cloud storage data store google cloud platform cloud computing
1107,beginner,4.6,global energy and climate policy,[],httpswwwcourseraorglearnglobalenergyandclimatepolicy,global energy and climate policy
1108,mixed,4,introduction to people analytics,[],httpswwwcourseraorglearnpeopleanalytics,introduction to people analytics
1109,beginner,4.8,cost and economics in pricing strategy,[],httpswwwcourseraorglearnuvadardenbcgpricingstrategycosteconomics,costbased pricing channel and directtoconsumer pricing pricing strategies price discrimination price elasticity of demand
1110,intermediate,4.7,install and manage google clouds apigee api platform,[],httpswwwcourseraorgspecializationsapigeeapigcponprem,install and manage google clouds apigee api platform
1111,beginner,4.8,data visualization with advanced excel,[],httpswwwcourseraorglearnadvancedexcel,dashboard business microsoft excel data virtualization data visualization dataviz
1112,beginner,4.5,cybersecurity developing a program for your business,[],httpswwwcourseraorgspecializationscybersecuritydevelopingprogramforbusiness,ransomware cybersecurity internet of things iot mobile security
1113,beginner,4.9,international security management,[],httpswwwcourseraorglearninternationalsecuritymanagement,international security management
1114,advanced,4.8,social and economic networks models and analysis,[],httpswwwcourseraorglearnsocialeconomicnetworks,social network game theory network analysis network theory
1115,beginner,4.5,essential design principles for tableau,[],httpswwwcourseraorglearndatavizdesign,data analysis tableau software data virtualization data visualization dataviz
1116,mixed,4.8,art  ideas teaching with themes,[],httpswwwcourseraorglearnideas,art  ideas teaching with themes
1117,intermediate,4.9,statistics with sas,[],httpswwwcourseraorglearnsasstatistics,statistics with sas
1118,beginner,5,write a feature length screenplay for film or television,[],httpswwwcourseraorglearnwriteafeaturelengthscreenplayforfilmortelevision,script writing filmmaking screenwriting film and televison writing creative writing
1119,intermediate,4.7,digital signal processing,[],httpswwwcourseraorglearndsp,signal processing discrete fourier transform data transmission ipython fourier analysis convolution linear algebra digital signal processing
1120,beginner,4.7,human rights for open societies,[],httpswwwcourseraorglearnhumanrights,human rights for open societies
1121,beginner,4.8,the science of training young athletes,[],httpswwwcourseraorglearnyouthsports,training coaching planning training programs
1122,mixed,4.8,a life of happiness and fulfillment,[],httpswwwcourseraorglearnhappiness,gratitude mindfulness happiness meditation
1123,intermediate,4.7,excel skills for business advanced,[],httpswwwcourseraorglearnexceladvanced,dashboard business financial modeling microsoft excel data cleansing
1124,mixed,4.6,fundamentals of digital image and video processing,[],httpswwwcourseraorglearndigital,image processing data compression matlab
1125,beginner,4.7,preparing for the google cloud associate cloud engineer exam,[],httpswwwcourseraorglearnpreparingcloudassociatecloudengineerexam,google cloud cloud computing gcp infrastructure gcp ace certification
1126,beginner,4.7,chemicals and health,[],httpswwwcourseraorglearnchemicalshealth,chemicals and health
1127,advanced,4.8,spacecraft dynamics and control,[],httpswwwcourseraorgspecializationsspacecraftdynamicscontrol,kinematics attitude dynamics kinetics control of nonlinear attitude spacecraft motion
1128,intermediate,3.7,hardware description languages for fpga design,[],httpswwwcourseraorglearnfpgahardwaredescriptionlanguages,writing code in verilog simulating fpga designs designing fpga logic designing test benches writing code in vhdl
1129,advanced,3.7,active optical devices,[],httpswwwcourseraorgspecializationsactiveopticaldevices,design lasers design displays design detectors analyze lasers and detectors
1130,mixed,4.8,classical sociological theory,[],httpswwwcourseraorglearnclassicalsociologicaltheory,classical sociological theory
1131,intermediate,4.8,accounting for decision making,[],httpswwwcourseraorglearnaccounting,accounting for decision making
1132,mixed,4.8,introduction to game development,[],httpswwwcourseraorglearngamedevelopment,video game development c sharp c programming language unity user interface game design
1133,intermediate,4.5,understanding modern finance,[],httpswwwcourseraorgspecializationsunderstandingmodernfinance,understanding modern finance
1134,mixed,4.8,claves para gestionar personas,[],httpswwwcourseraorglearngestionarpersonas,persona user experience leadership human resources hr
1135,beginner,4.6,effective business presentations with powerpoint,[],httpswwwcourseraorglearnpowerpointpresentations,data analysis communication presentation design presentation
1136,beginner,4.7,les fondamentaux de la négociation,[],httpswwwcourseraorglearnfondamentauxnegociation,les fondamentaux de la négociation
1137,intermediate,4.4,spatial data science and applications,[],httpswwwcourseraorglearnspatialdatascience,spatial analysis qgis big data geographic information system gis
1138,intermediate,4.4,applied cryptography,[],httpswwwcourseraorgspecializationsappliedcrypto,cryptography entropy information theory
1139,beginner,4.9,songwriting writing the lyrics,[],httpswwwcourseraorglearnsongwritinglyrics,music music recording poetry songwriting
1140,mixed,4.3,discrete math and analyzing social graphs,[],httpswwwcourseraorglearndiscretemathandanalyzingsocialgraphs,discrete math and analyzing social graphs
1141,beginner,4.2,aprende a programar con python,[],httpswwwcourseraorgspecializationspythonespanol,basic programming language computer programming python programming python implementation
1142,beginner,4.9,introduction to gis mapping,[],httpswwwcourseraorglearnintroductiongismapping,geographic information system gis cartography esri mapping spatial analysis
1143,intermediate,4.7,ecosystem services a method for sustainable development,[],httpswwwcourseraorglearnecosystemservices,ecosystem services a method for sustainable development
1144,mixed,4.7,microeconomics the power of markets,[],httpswwwcourseraorglearnmicroeconomicspart1,economics microeconomics economic analysis market economics
1145,mixed,4.7,recruiting hiring and onboarding employees,[],httpswwwcourseraorglearnrecruitinghiringonboardingemployees,onboarding recruiting human resources hr recruitment
1146,beginner,4.8,supply chain analytics,[],httpswwwcourseraorglearnsupplychainanalytics,inventory and transportation competitive analysis and benchmark data analysis supply chain planning distribution and logistics
1147,mixed,4.6,getting and cleaning data,[],httpswwwcourseraorglearndatacleaning,data manipulation regular expression regex r programming data cleansing
1148,mixed,4.9,the horse course introduction to basic care and management,[],httpswwwcourseraorglearnhorsecare,disease management nutrition animal behavior vital signs
1149,beginner,4.7,sustainable tourism  promoting environmental public health,[],httpswwwcourseraorglearnsustainabletourism,sustainable tourism  promoting environmental public health
1150,beginner,4.8,cómo hacer una tesis,[],httpswwwcourseraorglearncomohacerunatesis,cómo hacer una tesis
1151,mixed,3.9,hadoop platform and application framework,[],httpswwwcourseraorglearnhadoop,python programming apache hadoop mapreduce apache spark
1152,intermediate,4.6,database management essentials,[],httpswwwcourseraorglearndatabasemanagement,database db design entityâx80x93relationship er model database dbms sql
1153,mixed,4.5,linear circuits 1 dc analysis,[],httpswwwcourseraorglearnlinearcircuitsdcanalysis,linear circuits 1 dc analysis
1154,intermediate,4.9,devops culture and mindset,[],httpswwwcourseraorglearndevopscultureandmindset,devops culture and mindset
1155,mixed,4.8,negociación exitosa estrategias y habilidades esenciales en español,[],httpswwwcourseraorglearnnegociacion,communication negotiation planning decision tree
1156,intermediate,4.6,instructional methods in health professions education,[],httpswwwcourseraorglearninstructionalmethodseducation,teaching simulation instructional design teaching method
1157,beginner,4.6,spanish vocabulary meeting people,[],httpswwwcourseraorglearnspanishvocabularymeetingpeople,spanish vocabulary meeting people
1158,intermediate,4.9,основы разработки на c жёлтый пояс,[],httpswwwcourseraorglearncplusplusyellow,software testing unit testing c17 algorithms
1159,beginner,4.8,sexualidadmucho más que sexo,[],httpswwwcourseraorglearnsexualidad,desarrollo personal habilidades de comunicaciã³n diferenciaciã³n conceptual lectura y anãlisis crãxadtico de contexto autoeficacia
1160,mixed,4.7,introduction to data analytics for business,[],httpswwwcourseraorglearndataanalyticsbusiness,data model data quality data analysis sql
1161,intermediate,4.2,data wrangling analysis and ab testing with sql,[],httpswwwcourseraorglearndatawranglinganalysisabtesting,ab testing query string data analysis predictive analytics sql
1162,mixed,4.8,dairy production and management,[],httpswwwcourseraorglearndairyproduction,disease control animal nutrition genetics
1163,mixed,4.7,the truth about cats and dogs,[],httpswwwcourseraorglearncatsanddogs,animal behavior problems diagnosis and treatment animal behavior dog
1164,beginner,4.9,learn to speak korean 1,[],httpswwwcourseraorglearnlearnspeakkorean1,learn to speak korean 1
1165,mixed,4.6,modeling risk and realities,[],httpswwwcourseraorglearnwhartonriskmodels,modeling risk microsoft excel simulation
1166,advanced,4.1,semiconductor devices,[],httpswwwcourseraorgspecializationssemiconductordevices,device analysis semiconductor analysis electronic device design
1167,beginner,4.7,security  safety challenges in a globalized world,[],httpswwwcourseraorglearnsecuritysafetyglobalizedworld,security  safety challenges in a globalized world
1168,intermediate,4.9,основы разработки на c жёлтый пояс,[],httpswwwcourseraorglearncplusplusyellow,software testing unit testing c17 algorithms
1169,beginner,4.8,sexualidadmucho más que sexo,[],httpswwwcourseraorglearnsexualidad,desarrollo personal habilidades de comunicaciã³n diferenciaciã³n conceptual lectura y anãlisis crãxadtico de contexto autoeficacia
1170,mixed,4.7,introduction to data analytics for business,[],httpswwwcourseraorglearndataanalyticsbusiness,data model data quality data analysis sql
1171,intermediate,4.2,data wrangling analysis and ab testing with sql,[],httpswwwcourseraorglearndatawranglinganalysisabtesting,ab testing query string data analysis predictive analytics sql
1172,mixed,4.8,dairy production and management,[],httpswwwcourseraorglearndairyproduction,disease control animal nutrition genetics
1173,mixed,4.7,the truth about cats and dogs,[],httpswwwcourseraorglearncatsanddogs,animal behavior problems diagnosis and treatment animal behavior dog
1174,beginner,4.9,learn to speak korean 1,[],httpswwwcourseraorglearnlearnspeakkorean1,learn to speak korean 1
1175,mixed,4.6,modeling risk and realities,[],httpswwwcourseraorglearnwhartonriskmodels,modeling risk microsoft excel simulation
1176,advanced,4.1,semiconductor devices,[],httpswwwcourseraorgspecializationssemiconductordevices,device analysis semiconductor analysis electronic device design
1177,beginner,4.7,security  safety challenges in a globalized world,[],httpswwwcourseraorglearnsecuritysafetyglobalizedworld,security  safety challenges in a globalized world
1178,beginner,4.8,boosting creativity for innovation,[],httpswwwcourseraorglearnboostingcreativityinnovation,boosting creativity for innovation
1179,beginner,4.2,virtual teacher,[],httpswwwcourseraorgspecializationsvirtualteacher,education resource planning collaboration
1180,beginner,4.4,machine learning for all,[],httpswwwcourseraorglearnuolmachinelearningforall,machine learning for all
1181,mixed,4.8,html css and javascript for web developers,[],httpswwwcourseraorglearnhtmlcssjavascriptforwebdevelopers,html javascript css frameworks cascading style sheets ccs
1182,advanced,4.7,how to win a data science competition learn from top kagglers,[],httpswwwcourseraorglearncompetitivedatascience,data analysis feature extraction feature engineering xgboost
1183,beginner,4.7,introduction to cyber attacks,[],httpswwwcourseraorglearnintrocyberattacks,cybersecurity information security infosec denialofservice attack dos risk assessment
1184,beginner,4.7,introduction to c programming and unity,[],httpswwwcourseraorglearnintroductionprogrammingunity,video game development c sharp c programming language unity user interface game programming
1185,mixed,4.6,global financial markets and instruments,[],httpswwwcourseraorglearnglobalfinancialmarketsinstruments,bond valuation financial markets finance investment
1186,intermediate,4.8,building web applications in php,[],httpswwwcourseraorglearnwebapplicationsphp,hypertext preprocessor php html cascading style sheets ccs
1187,intermediate,4.7,six sigma and the organization advanced,[],httpswwwcourseraorglearnsixsigmaorganizationadvanced,lean six sigma process improvement process capability six sigma
1188,advanced,4.5,advanced machine learning and signal processing,[],httpswwwcourseraorglearnadvancedmachinelearningsignalprocessing,advanced machine learning and signal processing
1189,mixed,4.7,strategic management,[],httpswwwcourseraorglearnstrategicmanagement,strategic management strategic thinking strategic planning business strategy
1190,intermediate,4.8,русский как иностранный,[],httpswwwcourseraorgspecializationsrusskiykakinostrannyy,русский как иностранный
1191,beginner,4.5,introduction to applied cryptography,[],httpswwwcourseraorgspecializationsintroductionappliedcryptography,cryptosystem cryptographic hash function crhf modular exponentiation
1192,intermediate,4.6,маркетинговая стратегия в digital среде digital marketing strategy,[],httpswwwcourseraorglearndigitalmarketingstrategy,analytics digital marketing online advertising
1193,mixed,4.7,introduction to engineering mechanics,[],httpswwwcourseraorglearnengineeringmechanicsstatics,introduction to engineering mechanics
1194,mixed,4.4,creativity innovation and change,[],httpswwwcourseraorglearncreativityinnovation,creativity innovation and change
1195,mixed,4.6,introduction to the internet of things and embedded systems,[],httpswwwcourseraorglearniot,internet of things iot microcontroller embedded system design wireshark
1196,beginner,4.8,introduction to typography,[],httpswwwcourseraorglearntypography,creativity adobe illustrator history graphics adobe indesign
1197,beginner,4.2,cybersecurity and its ten domains,[],httpswwwcourseraorglearncybersecuritydomain,cybersecurity cryptography information security infosec cybersecurity regulation
1198,beginner,4.6,digital competition in financial services,[],httpswwwcourseraorglearndigitalcompetitionfinancialservices,financial services digital strategy financial technology business ecosystem
1199,beginner,4.5,an introduction to accessibility and inclusive design,[],httpswwwcourseraorglearnaccessibility,an introduction to accessibility and inclusive design
1200,intermediate,4.7,teaching eflesl reading a task based approach,[],httpswwwcourseraorglearneslreading,teaching eflesl reading a task based approach
1201,beginner,4.7,cultural competence  aboriginal sydney,[],httpswwwcourseraorglearnculturalcompetenceaboriginalsydney,cultural competence  aboriginal sydney
1202,advanced,4.6,interest rate models,[],httpswwwcourseraorglearninterestratemodels,calibration stochastic calculus yield curve interest rate derivative
1203,intermediate,none,reinforcement learning for trading strategies,[],httpswwwcourseraorglearntradingstrategiesreinforcementlearning,reinforcement learning for trading strategies
1204,intermediate,4.7,introduction to numerical analysis,[],httpswwwcourseraorglearnintrotonumericalanalysis,introduction to numerical analysis
1205,intermediate,4.7,managing security in google cloud platform,[],httpswwwcourseraorglearnmanagingsecurityingooglecloudplatform,managing security in google cloud platform
1206,beginner,4.5,math behind moneyball,[],httpswwwcourseraorglearnmathematicssport,statistics analytics microsoft excel probability
1207,beginner,4.5,introducción a java,[],httpswwwcourseraorglearnintroduccionjava,introducción a java
1208,mixed,4.6,farmacología para odontólogos,[],httpswwwcourseraorglearnfarmacoodontologos,farmacología para odontólogos
1209,mixed,4.7,managing as a coach,[],httpswwwcourseraorglearnmanagingasacoach,active listening communication management coaching
1210,intermediate,4.6,functions methods and interfaces in go,[],httpswwwcourseraorglearngolangfunctionsmethods,functions methods and interfaces in go
1211,mixed,4.4,digital media and marketing strategies,[],httpswwwcourseraorglearnmarketingplan,mobile marketing social media planning digital marketing
1212,mixed,4.5,introduction to genomic technologies,[],httpswwwcourseraorglearnintroductiongenomics,bioinformatics statistics data science computational biology
1213,beginner,4.8,explorando la energía sustentable,[],httpswwwcourseraorglearnexplorandoenergiasustentable,explorando la energía sustentable
1214,mixed,4.8,privacy law and data protection,[],httpswwwcourseraorglearnprivacylawdataprotection,information privacy risk management data management privacy compliance
1215,beginner,4.7,g suite security,[],httpswwwcourseraorglearngsuitesecurity,g suite security
1216,beginner,4.8,mindshift break through obstacles to learning and discover your hidden potential,[],httpswwwcourseraorglearnmindshift,learning to learn lifelong learning pomodoro technique meta learning
1217,beginner,4.8,the modern world part two global history since 1910,[],httpswwwcourseraorglearnmodernworld2,the modern world part two global history since 1910
1218,advanced,4.6,preparing for the google cloud professional data engineer exam,[],httpswwwcourseraorglearnpreparingcloudprofessionaldataengineerexam,preparing for the google cloud professional data engineer exam
1219,mixed,4.9,teach english now theories of second language acquisition,[],httpswwwcourseraorglearnlanguagetheories,teach english now theories of second language acquisition
1220,mixed,5,build a modern computer from first principles nand to tetris part ii projectcentered course,[],httpswwwcourseraorglearnnand2tetris2,computer architecture compiler construction compiler operating system
1221,intermediate,4.2,internet of things,[],httpswwwcourseraorgspecializationsinternetofthings,internet of things
1222,beginner,4.9,analyzing big data with sql,[],httpswwwcourseraorglearnclouderabigdataanalysissqlqueries,apache hive apache impala data analysis big data sql
1223,intermediate,4.8,doing more with sas programming,[],httpswwwcourseraorglearnsasprogrammingadvanced,doing more with sas programming
1224,beginner,4.4,startup entrepreneurship,[],httpswwwcourseraorgspecializationsstartupentrepreneurship,startup entrepreneurship
1225,intermediate,4.6,launching into machine learning,[],httpswwwcourseraorglearnlaunchingmachinelearning,tensorflow bigquery machine learning data cleansing
1226,beginner,4.8,social impact strategy tools for entrepreneurs and innovators,[],httpswwwcourseraorglearnsocialimpact,market analysis business model business modeling social entrepreneurship
1227,mixed,4.8,управление личными финансами,[],httpswwwcourseraorglearnupravlenielichnymifinansami,personal finance financial markets finance investment
1228,beginner,4.6,whole genome sequencing of bacterial genomes  tools and applications,[],httpswwwcourseraorglearnwgsbacteria,nucleotide antimicrobial genome microbiology
1229,beginner,4.8,sleep neurobiology medicine and society,[],httpswwwcourseraorglearnsleep,sleep neurobiology medicine and society
1230,intermediate,4.7,startup valuation methods,[],httpswwwcourseraorglearnstartupvaluationmethods,valuation finance startup company cash flow analysis entrepreneurship finance
1231,beginner,4.6,python programming a concise introduction,[],httpswwwcourseraorglearnpythonprogrammingintroduction,python syntax and semantics python libraries computer programming python programming
1232,beginner,4.8,understanding plants  part i what a plant knows,[],httpswwwcourseraorglearnplantknows,plant biology genetics cell biology plant
1233,intermediate,4.7,data structures,[],httpswwwcourseraorglearndatastructures,binary search tree priority queue hash table stack abstract data type list
1234,beginner,4.7,finding hidden messages in dna bioinformatics i,[],httpswwwcourseraorglearndnaanalysis,bioinformatics bioinformatics algorithms algorithms python programming
1235,beginner,4.8,introduction to enterprise computing,[],httpswwwcourseraorglearnintroductionenterprisecomputing,mainframe zos enterprise software security ibm z
